id,category,difficulty,points,question,answer,acceptableAnswers,sourceNote
THB_060,The Human Body,hard,500,Back teeth used for grinding are called this.,molars,molars,Human biology reference
THB_061,The Human Body,easy,100,The largest organ of the body is this.,skin,skin,Human health reference
THB_062,The Human Body,easy-medium,200,Hair and nails are made mostly of this protein.,keratin,keratin,Human health reference
THB_063,The Human Body,medium,300,The outer layer of skin is this.,epidermis,epidermis,Human health reference
THB_064,The Human Body,medium-hard,400,The layer under the epidermis is this.,dermis,dermis,Human health reference
THB_065,The Human Body,hard,500,Tiny skin openings for sweat are called this.,pores,pores,Human health reference
THB_066,The Human Body,easy,100,The body cools itself by producing this.,sweat,sweat,Human health reference
THB_067,The Human Body,easy-medium,200,A pigment that gives skin and hair color is this.,melanin,melanin,Human health reference
THB_068,The Human Body,medium,300,The body's normal average temperature is about 37 degrees on this scale.,Celsius,Celsius,Human health reference
THB_069,The Human Body,medium-hard,400,This vitamin helps blood clot and is linked to leafy greens.,vitamin K,vitamin K,Human health reference
THB_070,The Human Body,hard,500,This vitamin is famous for helping prevent scurvy.,vitamin C,vitamin C,Human health reference
THB_071,The Human Body,easy,100,The nervous system's main control organ is this.,brain,brain,Human biology reference
THB_072,The Human Body,easy-medium,200,The spinal cord runs through this body structure.,spine,spine,Human biology reference
THB_073,The Human Body,medium,300,A reflex is usually this kind of response.,automatic,automatic,Human biology reference
THB_074,The Human Body,medium-hard,400,The left side of the brain generally controls this side of the body.,right side,right side,Human biology reference
THB_075,The Human Body,hard,500,The right side of the brain generally controls this side of the body.,left side,left side,Human biology reference
THB_076,The Human Body,easy,100,The hormone associated with fight-or-flight response is this.,adrenaline,adrenaline,Human biology reference
THB_077,The Human Body,easy-medium,200,The thyroid gland is located in this body area.,neck,neck,Human biology reference
THB_078,The Human Body,medium,300,The pituitary gland is often called the master gland of this system.,endocrine system,endocrine system,Human biology reference
THB_079,The Human Body,medium-hard,400,The reproductive cell from a female is this.,egg,egg,Human biology reference
THB_080,The Human Body,hard,500,The reproductive cell from a male is this.,sperm,sperm,Human biology reference
THB_081,The Human Body,easy,100,This mineral is important for bones and teeth.,calcium,calcium,Health reference
THB_082,The Human Body,easy-medium,200,This mineral in blood helps carry oxygen as part of hemoglobin.,iron,iron,Health reference
THB_083,The Human Body,medium,300,This nutrient is the body's main quick energy source.,carbohydrate,carbohydrate,Health reference
THB_084,The Human Body,medium-hard,400,This nutrient helps build and repair tissues.,protein,protein,Health reference
THB_085,The Human Body,hard,500,This nutrient stores energy and helps absorb some vitamins.,fat,fat,Health reference
THB_086,The Human Body,easy,100,This is a lack of enough water in the body.,dehydration,dehydration,Health reference
THB_087,The Human Body,easy-medium,200,This is the medical term for high blood pressure.,hypertension,hypertension,Health reference
THB_088,The Human Body,medium,300,This is the medical term for low blood sugar.,hypoglycemia,hypoglycemia,Health reference
THB_089,The Human Body,medium-hard,400,This common measurement compares weight and height.,BMI,BMI,Health reference
THB_090,The Human Body,hard,500,This is the body's process of maintaining stable internal conditions.,homeostasis,homeostasis,Health reference
THB_091,The Human Body,easy,100,Review clue: This organ pumps blood.,heart,heart,Human biology reference
THB_092,The Human Body,easy-medium,200,Review clue: This organ exchange oxygen and carbon dioxide.,lungs,lungs,Human biology reference
THB_093,The Human Body,medium,300,Review clue: This organ controls thought and body signals.,brain,brain,Human biology reference
THB_094,The Human Body,medium-hard,400,Review clue: This organ helps digest food.,stomach,stomach,Human biology reference
THB_095,The Human Body,hard,500,Review clue: This organ processes nutrients and makes bile.,liver,liver,Human biology reference
THB_096,The Human Body,easy,100,Review clue: This organ filter blood and make urine.,kidneys,kidneys,Human biology reference
THB_097,The Human Body,easy-medium,200,Review clue: This organ protects the body from outside environment.,skin,skin,Human biology reference
THB_098,The Human Body,medium,300,Review clue: This organ detect light for vision.,eyes,eyes,Human biology reference
THB_099,The Human Body,medium-hard,400,Review clue: This organ detect sound and help balance.,ears,ears,Human biology reference
THB_100,The Human Body,hard,500,Review clue: This organ helps taste and move food.,tongue,tongue,Human biology reference
MR_001,Mythology & Religion,easy,100,This figure is the Greek king of the gods.,Zeus,Zeus,Mythology reference
MR_002,Mythology & Religion,easy-medium,200,This figure is the Greek goddess associated with marriage.,Hera,Hera,Mythology reference
MR_003,Mythology & Religion,medium,300,This figure is the Greek god of the sea.,Poseidon,Poseidon,Mythology reference
MR_004,Mythology & Religion,medium-hard,400,This figure is the Greek god of the underworld.,Hades,Hades,Mythology reference
MR_005,Mythology & Religion,hard,500,This figure is the Greek goddess of wisdom.,Athena,Athena,Mythology reference
MR_006,Mythology & Religion,easy,100,This figure is the Greek god of war.,Ares,Ares,Mythology reference
MR_007,Mythology & Religion,easy-medium,200,This figure is the Greek goddess of love.,Aphrodite,Aphrodite,Mythology reference
MR_008,Mythology & Religion,medium,300,This figure is the Greek god associated with music and the sun.,Apollo,Apollo,Mythology reference
MR_009,Mythology & Religion,medium-hard,400,This figure is the Greek goddess of the hunt.,Artemis,Artemis,Mythology reference
MR_010,Mythology & Religion,hard,500,This figure is the Greek messenger god.,Hermes,Hermes,Mythology reference
MR_011,Mythology & Religion,easy,100,This figure is the Roman king of the gods.,Jupiter,Jupiter,Mythology reference
MR_012,Mythology & Religion,easy-medium,200,This figure is the Roman goddess associated with marriage.,Juno,Juno,Mythology reference
MR_013,Mythology & Religion,medium,300,This figure is the Roman god of the sea.,Neptune,Neptune,Mythology reference
MR_014,Mythology & Religion,medium-hard,400,This figure is the Roman god of the underworld.,Pluto,Pluto,Mythology reference
MR_015,Mythology & Religion,hard,500,This figure is the Roman goddess of wisdom.,Minerva,Minerva,Mythology reference
MR_016,Mythology & Religion,easy,100,This figure is the Roman god of war.,Mars,Mars,Mythology reference
MR_017,Mythology & Religion,easy-medium,200,This figure is the Roman goddess of love.,Venus,Venus,Mythology reference
MR_018,Mythology & Religion,medium,300,This figure is the Roman messenger god.,Mercury,Mercury,Mythology reference
MR_019,Mythology & Religion,medium-hard,400,This figure is the Roman goddess of the hunt.,Diana,Diana,Mythology reference
MR_020,Mythology & Religion,hard,500,This figure is the Roman god of fire and metalworking.,Vulcan,Vulcan,Mythology reference
MR_021,Mythology & Religion,easy,100,This is the Norse chief god.,Odin,Odin,Mythology reference
MR_022,Mythology & Religion,easy-medium,200,This is the Norse thunder god.,Thor,Thor,Mythology reference
MR_023,Mythology & Religion,medium,300,This is the Norse trickster figure.,Loki,Loki,Mythology reference
MR_024,Mythology & Religion,medium-hard,400,This is the Norse goddess associated with love and beauty.,Freya,Freya,Mythology reference
MR_025,Mythology & Religion,hard,500,This is the Norse goddess associated with marriage.,Frigg,Frigg,Mythology reference
MR_026,Mythology & Religion,easy,100,This is the Norse god associated with war and justice.,Tyr,Tyr,Mythology reference
MR_027,Mythology & Religion,easy-medium,200,This is the Norse watchman of the gods.,Heimdall,Heimdall,Mythology reference
MR_028,Mythology & Religion,medium,300,This is the Norse god associated with light and beauty.,Balder,Balder,Mythology reference
MR_029,Mythology & Religion,medium-hard,400,This is the world tree in Norse myth.,Yggdrasil,Yggdrasil,Mythology reference
MR_030,Mythology & Religion,hard,500,This is the hall for slain warriors in Norse myth.,Valhalla,Valhalla,Mythology reference
MR_031,Mythology & Religion,easy,100,This is the Egyptian sun god.,Ra,Ra,Mythology reference
MR_032,Mythology & Religion,easy-medium,200,This is the Egyptian god associated with the afterlife.,Osiris,Osiris,Mythology reference
MR_033,Mythology & Religion,medium,300,This is the Egyptian goddess and wife of Osiris.,Isis,Isis,Mythology reference
MR_034,Mythology & Religion,medium-hard,400,This is the Egyptian falcon-headed god.,Horus,Horus,Mythology reference
MR_035,Mythology & Religion,hard,500,This is the Egyptian jackal-headed god linked to mummification.,Anubis,Anubis,Mythology reference
MR_036,Mythology & Religion,easy,100,This is the Egyptian god of writing and wisdom.,Thoth,Thoth,Mythology reference
MR_037,Mythology & Religion,easy-medium,200,This is the Egyptian cat goddess.,Bastet,Bastet,Mythology reference
MR_038,Mythology & Religion,medium,300,This is the Egyptian god associated with chaos.,Set,Set,Mythology reference
MR_039,Mythology & Religion,medium-hard,400,This is the Egyptian concept and goddess of truth and order.,Ma'at,Ma'at,Mythology reference
MR_040,Mythology & Religion,hard,500,This is the Egyptian lioness goddess.,Sekhmet,Sekhmet,Mythology reference
MR_041,Mythology & Religion,easy,100,The sacred text of Christianity is this.,Bible,Bible,World religions reference
MR_042,Mythology & Religion,easy-medium,200,The sacred text of Islam is this.,Quran,Quran,World religions reference
MR_043,Mythology & Religion,medium,300,The sacred texts known as the Vedas are associated with this religion.,Hinduism,Hinduism,World religions reference
MR_044,Mythology & Religion,medium-hard,400,The Torah is especially central to this religion.,Judaism,Judaism,World religions reference
MR_045,Mythology & Religion,hard,500,The Tripitaka is associated with this religion.,Buddhism,Buddhism,World religions reference
MR_046,Mythology & Religion,easy,100,The Guru Granth Sahib is central to this religion.,Sikhism,Sikhism,World religions reference
MR_047,Mythology & Religion,easy-medium,200,The Analects are associated with this Chinese teacher.,Confucius,Confucius,World religions reference
MR_048,Mythology & Religion,medium,300,The Tao Te Ching is associated with this tradition.,Taoism,Taoism,World religions reference
MR_049,Mythology & Religion,medium-hard,400,A mosque is a place of worship in this religion.,Islam,Islam,World religions reference
MR_050,Mythology & Religion,hard,500,A synagogue is a place of worship in this religion.,Judaism,Judaism,World religions reference
MR_051,Mythology & Religion,easy,100,A church is a common place of worship in this religion.,Christianity,Christianity,World religions reference
MR_052,Mythology & Religion,easy-medium,200,"A temple is a place of worship in several religions, including this Indian religion.",Hinduism,Hinduism,World religions reference
MR_053,Mythology & Religion,medium,300,A gurdwara is a place of worship in this religion.,Sikhism,Sikhism,World religions reference
MR_054,Mythology & Religion,medium-hard,400,A monk is often a religious member living under this kind of rule.,monastic,monastic,World religions reference
MR_055,Mythology & Religion,hard,500,A pilgrimage is a religious journey to this kind of place.,sacred place,sacred place,World religions reference
MR_056,Mythology & Religion,easy,100,Mecca is the holiest city in this religion.,Islam,Islam,World religions reference
MR_057,Mythology & Religion,easy-medium,200,"Jerusalem is sacred to Judaism, Christianity, and this religion.",Islam,Islam,World religions reference
MR_058,Mythology & Religion,medium,300,The Sabbath is a weekly day of rest especially associated with this religion.,Judaism,Judaism,World religions reference
MR_059,Mythology & Religion,medium-hard,400,Ramadan is a fasting month in this religion.,Islam,Islam,World religions reference
MR_060,Mythology & Religion,hard,500,Diwali is a festival of lights especially associated with this religion.,Hinduism,Hinduism,World religions reference
MR_061,Mythology & Religion,easy,100,"In Greek myth, this hero killed Medusa.",Perseus,Perseus,Greek mythology reference
MR_062,Mythology & Religion,easy-medium,200,"In Greek myth, this hero completed twelve labors.",Heracles,Heracles,Greek mythology reference
MR_063,Mythology & Religion,medium,300,"In Greek myth, this inventor made wings for himself and his son.",Daedalus,Daedalus,Greek mythology reference
MR_064,Mythology & Religion,medium-hard,400,"In Greek myth, this son flew too close to the sun.",Icarus,Icarus,Greek mythology reference
MR_065,Mythology & Religion,hard,500,"In Greek myth, this musician tried to rescue Eurydice.",Orpheus,Orpheus,Greek mythology reference
MR_066,Mythology & Religion,easy,100,"In Greek myth, this woman opened a forbidden jar or box.",Pandora,Pandora,Greek mythology reference
MR_067,Mythology & Religion,easy-medium,200,"In Greek myth, this king turned things to gold.",Midas,Midas,Greek mythology reference
MR_068,Mythology & Religion,medium,300,"In Greek myth, this hero killed the Minotaur.",Theseus,Theseus,Greek mythology reference
MR_069,Mythology & Religion,medium-hard,400,"In Greek myth, this city was attacked after the Trojan horse trick.",Troy,Troy,Greek mythology reference
MR_070,Mythology & Religion,hard,500,"In Greek myth, this sea monster had many heads.",Hydra,Hydra,Greek mythology reference
MR_071,Mythology & Religion,easy,100,"In Norse myth, Thor's hammer is called this.",Mjolnir,Mjolnir,Mythology reference
MR_072,Mythology & Religion,easy-medium,200,"In Egyptian myth, the process of preserving bodies is this.",mummification,mummification,Mythology reference
MR_073,Mythology & Religion,medium,300,A mythological bird reborn from ashes is this.,phoenix,phoenix,Mythology reference
MR_074,Mythology & Religion,medium-hard,400,A one-eyed giant in Greek myth is this.,Cyclops,Cyclops,Mythology reference
MR_075,Mythology & Religion,hard,500,"A half-human, half-horse creature is this.",centaur,centaur,Mythology reference
MR_076,Mythology & Religion,easy,100,"A half-human, half-bull creature in a labyrinth is this.",Minotaur,Minotaur,Mythology reference
MR_077,Mythology & Religion,easy-medium,200,A winged horse in Greek myth is this.,Pegasus,Pegasus,Mythology reference
MR_078,Mythology & Religion,medium,300,A creature with a lion body and human head is this.,sphinx,sphinx,Mythology reference
MR_079,Mythology & Religion,medium-hard,400,A dragon-like Greek monster killed by Bellerophon is this.,Chimera,Chimera,Mythology reference
MR_080,Mythology & Religion,hard,500,A snake-haired monster whose gaze turned people to stone is this.,Medusa,Medusa,Mythology reference
MR_081,Mythology & Religion,easy,100,Review clue: This figure is the Greek king of the gods.,Zeus,Zeus,Mythology reference
MR_082,Mythology & Religion,easy-medium,200,Review clue: This figure is the Greek goddess associated with marriage.,Hera,Hera,Mythology reference
MR_083,Mythology & Religion,medium,300,Review clue: This figure is the Greek god of the sea.,Poseidon,Poseidon,Mythology reference
MR_084,Mythology & Religion,medium-hard,400,Review clue: This figure is the Greek god of the underworld.,Hades,Hades,Mythology reference
MR_085,Mythology & Religion,hard,500,Review clue: This figure is the Greek goddess of wisdom.,Athena,Athena,Mythology reference
MR_086,Mythology & Religion,easy,100,Review clue: This figure is the Greek god of war.,Ares,Ares,Mythology reference
MR_087,Mythology & Religion,easy-medium,200,Review clue: This figure is the Greek goddess of love.,Aphrodite,Aphrodite,Mythology reference
MR_088,Mythology & Religion,medium,300,Review clue: This figure is the Greek god associated with music and the sun.,Apollo,Apollo,Mythology reference
MR_089,Mythology & Religion,medium-hard,400,Review clue: This figure is the Greek goddess of the hunt.,Artemis,Artemis,Mythology reference
MR_090,Mythology & Religion,hard,500,Review clue: This figure is the Greek messenger god.,Hermes,Hermes,Mythology reference
MR_091,Mythology & Religion,easy,100,Review clue: This figure is the Roman king of the gods.,Jupiter,Jupiter,Mythology reference
MR_092,Mythology & Religion,easy-medium,200,Review clue: This figure is the Roman goddess associated with marriage.,Juno,Juno,Mythology reference
MR_093,Mythology & Religion,medium,300,Review clue: This figure is the Roman god of the sea.,Neptune,Neptune,Mythology reference
MR_094,Mythology & Religion,medium-hard,400,Review clue: This figure is the Roman god of the underworld.,Pluto,Pluto,Mythology reference
MR_095,Mythology & Religion,hard,500,Review clue: This figure is the Roman goddess of wisdom.,Minerva,Minerva,Mythology reference
MR_096,Mythology & Religion,easy,100,Review clue: This figure is the Roman god of war.,Mars,Mars,Mythology reference
MR_097,Mythology & Religion,easy-medium,200,Review clue: This figure is the Roman goddess of love.,Venus,Venus,Mythology reference
MR_098,Mythology & Religion,medium,300,Review clue: This figure is the Roman messenger god.,Mercury,Mercury,Mythology reference
MR_099,Mythology & Religion,medium-hard,400,Review clue: This figure is the Roman goddess of the hunt.,Diana,Diana,Mythology reference
MR_100,Mythology & Religion,hard,500,Review clue: This figure is the Roman god of fire and metalworking.,Vulcan,Vulcan,Mythology reference
